Case ID,Case type,Case name,Version,Keywords,Auto type,Workloading,Priority,Creator,Category folder,Execution Type,Status,OS,Phase,Owner,Objective,Release notes,Type matrix,Case tools
5361PA,SW,W81: 2013/08 MS Jump Start 5361PA,1.1,none,-100,48,,msesha,ROOT: W8.1: Preload Image Verification - 5357PA,Matrix,Active,Win 8,SVT,msesha,"To confirm The new Microsoft licenses, effective 8/1/2013, require changes to the Jumpstart configuration, which is required in preload images.",,"W8_32, W8P32, W8SL64, W8SL32, W8_64, W8P64",
5363PA,SW,W81: Recovery Drive Creation and Image Recovery 5363PA,1.1,none,-100,420,,msesha,ROOT: W8.1: Preload Image Verification - 5357PA,Matrix,Active,Win 8,SIT,msesha,To verify that the customer complete the Recovery Media creation and Recovery by the Recovery Media to Factory contents with no problem,,"W8_32, W8P32, W8SL64, W8SL32, W8_64, W8P64",
5363PA,SW,W81: Recovery Drive Creation and Image Recovery 5363PA,1.1,none,-100,420,,msesha,ROOT: W8.1: Preload Image Verification - 5357PA,Matrix,Active,Win 8,FVT,msesha,To verify that the customer complete the Recovery Media creation and Recovery by the Recovery Media to Factory contents with no problem,,"W8_32, W8P32, W8SL64, W8SL32, W8_64, W8P64",
5363PA,SW,W81: Recovery Drive Creation and Image Recovery 5363PA,1.1,none,-100,420,,msesha,ROOT: W8.1: Preload Image Verification - 5357PA,Matrix,Active,Win 8,SVT,msesha,To verify that the customer complete the Recovery Media creation and Recovery by the Recovery Media to Factory contents with no problem,,"W8_32, W8P32, W8SL64, W8SL32, W8_64, W8P64",
5365PA,SW,W81: Preload OOBE 5365PA,1.1,none,-100,60,,msesha,ROOT: W8.1: Preload Image Verification - 5357PA,Matrix,Active,Win 8,SIT,msesha,To verify Windows 8.1 OOBE,,"W8_32, W8P32, W8SL64, W8SL32, W8_64, W8P64",
5365PA,SW,W81: Preload OOBE 5365PA,1.1,none,-100,60,,msesha,ROOT: W8.1: Preload Image Verification - 5357PA,Matrix,Active,Win 8,FVT,msesha,To verify Windows 8.1 OOBE,,"W8_32, W8P32, W8SL64, W8SL32, W8_64, W8P64",
5365PA,SW,W81: Preload OOBE 5365PA,1.1,none,-100,60,,msesha,ROOT: W8.1: Preload Image Verification - 5357PA,Matrix,Active,Win 8,SVT,msesha,To verify Windows 8.1 OOBE,,"W8_32, W8P32, W8SL64, W8SL32, W8_64, W8P64",
5366PA,SW,W81: Default Settings in Preload 5366PA,1.2,none,-100,29,,msesha,ROOT: W8.1: Preload Image Verification - 5357PA,Matrix,Active,Win 8,SIT,msesha,To verify Windows 8.1 Preload default setting (after MOPS&AUDIT),,"W8_32, W8P32, W8SL64, W8SL32, W8_64, W8P64",
5366PA,SW,W81: Default Settings in Preload 5366PA,1.2,none,-100,29,,msesha,ROOT: W8.1: Preload Image Verification - 5357PA,Matrix,Active,Win 8,FVT,msesha,To verify Windows 8.1 Preload default setting (after MOPS&AUDIT),,"W8_32, W8P32, W8SL64, W8SL32, W8_64, W8P64",
5366PA,SW,W81: Default Settings in Preload 5366PA,1.2,none,-100,29,,msesha,ROOT: W8.1: Preload Image Verification - 5357PA,Matrix,Active,Win 8,SVT,msesha,To verify Windows 8.1 Preload default setting (after MOPS&AUDIT),,"W8_32, W8P32, W8SL64, W8SL32, W8_64, W8P64",
5369PA,SW,W81: Drivers/Apps/QFEs PreInstall / RTW 5369PA,1.2,none,-100,60,,msesha,ROOT: W8.1: Preload Image Verification - 5357PA,Matrix,Active,Win 8,SIT,msesha,"To verify that the following for Drivers, Applications and Utilities are as follows :
1) Pre-Installed or Ready-To-Install from Web and/or installer(setup.exe) copied in the folder as defined in SW Plan (Offering Definition) or Driver List (PTP list, GM Driver List)
2) Expected versions of QFEs, drivers, Apps/Utils are loaded in the preload image as defined in SW Plan (Offering Definition) or Driver List (PTP list, GM Driver List)",,"W8_32, W8P32, W8SL64, W8SL32, W8_64, W8P64",
5369PA,SW,W81: Drivers/Apps/QFEs PreInstall / RTW 5369PA,1.2,none,-100,60,,msesha,ROOT: W8.1: Preload Image Verification - 5357PA,Matrix,Active,Win 8,FVT,msesha,"To verify that the following for Drivers, Applications and Utilities are as follows :
1) Pre-Installed or Ready-To-Install from Web and/or installer(setup.exe) copied in the folder as defined in SW Plan (Offering Definition) or Driver List (PTP list, GM Driver List)
2) Expected versions of QFEs, drivers, Apps/Utils are loaded in the preload image as defined in SW Plan (Offering Definition) or Driver List (PTP list, GM Driver List)",,"W8_32, W8P32, W8SL64, W8SL32, W8_64, W8P64",
5369PA,SW,W81: Drivers/Apps/QFEs PreInstall / RTW 5369PA,1.2,none,-100,60,,msesha,ROOT: W8.1: Preload Image Verification - 5357PA,Matrix,Active,Win 8,SVT,msesha,"To verify that the following for Drivers, Applications and Utilities are as follows :
1) Pre-Installed or Ready-To-Install from Web and/or installer(setup.exe) copied in the folder as defined in SW Plan (Offering Definition) or Driver List (PTP list, GM Driver List)
2) Expected versions of QFEs, drivers, Apps/Utils are loaded in the preload image as defined in SW Plan (Offering Definition) or Driver List (PTP list, GM Driver List)",,"W8_32, W8P32, W8SL64, W8SL32, W8_64, W8P64",
5371PA,SW,W81: Launch Metro/Desktop Apps Lenovo 5371PA,1.1.2,none,-100,96,,timothy.roasa@awsys-i.com,ROOT: W8.1: Preload Image Verification - 5357PA,Matrix,Active,Win 8,SIT,msesha,TBD,,"W8_32, W8P32, W8SL64, W8SL32, W8_64, W8P64",
5371PA,SW,W81: Launch Metro/Desktop Apps Lenovo 5371PA,1.1.2,none,-100,96,,timothy.roasa@awsys-i.com,ROOT: W8.1: Preload Image Verification - 5357PA,Matrix,Active,Win 8,FVT,msesha,TBD,,"W8_32, W8P32, W8SL64, W8SL32, W8_64, W8P64",
5371PA,SW,W81: Launch Metro/Desktop Apps Lenovo 5371PA,1.1.2,none,-100,96,,timothy.roasa@awsys-i.com,ROOT: W8.1: Preload Image Verification - 5357PA,Matrix,Active,Win 8,SVT,msesha,TBD,,"W8_32, W8P32, W8SL64, W8SL32, W8_64, W8P64",
5372PA,SW,W81: Launch Metro/Desktop Apps OS Inbox 5372PA,1.1.2,none,-100,96,,timothy.roasa@awsys-i.com,ROOT: W8.1: Preload Image Verification - 5357PA,Matrix,Active,Win 8,SIT,msesha,To confirm Windows 8.1 Applications / Utilities can be launched,,"W8_32, W8P32, W8SL64, W8SL32, W8_64, W8P64",
5372PA,SW,W81: Launch Metro/Desktop Apps OS Inbox 5372PA,1.1.2,none,-100,96,,timothy.roasa@awsys-i.com,ROOT: W8.1: Preload Image Verification - 5357PA,Matrix,Active,Win 8,FVT,msesha,To confirm Windows 8.1 Applications / Utilities can be launched,,"W8_32, W8P32, W8SL64, W8SL32, W8_64, W8P64",
5372PA,SW,W81: Launch Metro/Desktop Apps OS Inbox 5372PA,1.1.2,none,-100,96,,timothy.roasa@awsys-i.com,ROOT: W8.1: Preload Image Verification - 5357PA,Matrix,Active,Win 8,SVT,msesha,To confirm Windows 8.1 Applications / Utilities can be launched,,"W8_32, W8P32, W8SL64, W8SL32, W8_64, W8P64",
5374PA,SW,W81: Partitioning for iRST & ExpressCache 5374PA,1.2,none,-100,5,,msesha,ROOT: W8.1: Preload Image Verification - 5357PA,Matrix,Active,Win 8,SIT,msesha,"To verify the partitioning for the following technologies which are supported from Intel Chief River = Ivy Bridge Mobile Platform level of system, after MOPS&AUDIT, Facotry Recovery (D2D) and Factory Recovery by Customer Recovery Disc
- iRST(Intel Rapid Start Technology) - formaerly iFFS(Intel Fast Flash Standby)
- ExpressCache",,"W8_32, W8P32, W8SL64, W8SL32, W8_64, W8P64",
5374PA,SW,W81: Partitioning for iRST & ExpressCache 5374PA,1.2,none,-100,5,,msesha,ROOT: W8.1: Preload Image Verification - 5357PA,Matrix,Active,Win 8,FVT,msesha,"To verify the partitioning for the following technologies which are supported from Intel Chief River = Ivy Bridge Mobile Platform level of system, after MOPS&AUDIT, Facotry Recovery (D2D) and Factory Recovery by Customer Recovery Disc
- iRST(Intel Rapid Start Technology) - formaerly iFFS(Intel Fast Flash Standby)
- ExpressCache",,"W8_32, W8P32, W8SL64, W8SL32, W8_64, W8P64",
5374PA,SW,W81: Partitioning for iRST & ExpressCache 5374PA,1.2,none,-100,5,,msesha,ROOT: W8.1: Preload Image Verification - 5357PA,Matrix,Active,Win 8,SVT,msesha,"To verify the partitioning for the following technologies which are supported from Intel Chief River = Ivy Bridge Mobile Platform level of system, after MOPS&AUDIT, Facotry Recovery (D2D) and Factory Recovery by Customer Recovery Disc
- iRST(Intel Rapid Start Technology) - formaerly iFFS(Intel Fast Flash Standby)
- ExpressCache",,"W8_32, W8P32, W8SL64, W8SL32, W8_64, W8P64",
5376PA,SW,W81: Customer 1st time operation 5376PA,1.2,none,-100,60,,msesha,ROOT: W8.1: Preload Image Verification - 5357PA,Matrix,Active,Win 8,SIT,msesha,To make sure customer 1st time action has no problem at preload environment,,"W8_32, W8P32, W8SL64, W8SL32, W8_64, W8P64",
5376PA,SW,W81: Customer 1st time operation 5376PA,1.2,none,-100,60,,msesha,ROOT: W8.1: Preload Image Verification - 5357PA,Matrix,Active,Win 8,FVT,msesha,To make sure customer 1st time action has no problem at preload environment,,"W8_32, W8P32, W8SL64, W8SL32, W8_64, W8P64",
5376PA,SW,W81: Customer 1st time operation 5376PA,1.2,none,-100,60,,msesha,ROOT: W8.1: Preload Image Verification - 5357PA,Matrix,Active,Win 8,SVT,msesha,To make sure customer 1st time action has no problem at preload environment,,"W8_32, W8P32, W8SL64, W8SL32, W8_64, W8P64",
5377PA,SW,W81: Continuous MOPS&Audit+OOBE 5377PA,1.1,none,-100,1500,,msesha,ROOT: W8.1: Preload Image Verification - 5357PA,Matrix,Active,Win 8,SIT,msesha,To confirm the ratio of the intermittent failure during MOPS & AUDIT (manufacturing Setup).,,"W8_32, W8P32, W8SL64, W8SL32, W8_64, W8P64",
5377PA,SW,W81: Continuous MOPS&Audit+OOBE 5377PA,1.1,none,-100,1500,,msesha,ROOT: W8.1: Preload Image Verification - 5357PA,Matrix,Active,Win 8,SVT,msesha,To confirm the ratio of the intermittent failure during MOPS & AUDIT (manufacturing Setup).,,"W8_32, W8P32, W8SL64, W8SL32, W8_64, W8P64",
5378PA,SW,W81: Chklogo8 Test 5378PA,1.2,none,-100,60,,msesha,ROOT: W8.1: Preload Image Verification - 5357PA,Matrix,Active,Win 8,SIT,msesha,"To see all drivers are digitally signed for Windows 8.1 preload image and updating the web applications, ready to install applications and report the related problem.",,"W8_32, W8P32, W8SL64, W8SL32, W8_64, W8P64",
5378PA,SW,W81: Chklogo8 Test 5378PA,1.2,none,-100,60,,msesha,ROOT: W8.1: Preload Image Verification - 5357PA,Matrix,Active,Win 8,SVT,msesha,"To see all drivers are digitally signed for Windows 8.1 preload image and updating the web applications, ready to install applications and report the related problem.",,"W8_32, W8P32, W8SL64, W8SL32, W8_64, W8P64",
5407PA,SW,W81: ResetD2D from Win 5407PA,1.1,none,-100,360,,msesha,ROOT: W8.1: Preload Image Verification - 5357PA,Matrix,Active,Win 8,SIT,msesha,To verify that the customer complete the Reset to Factory contents from Windows with no problem,,"W8_32, W8P32, W8SL64, W8SL32, W8_64, W8P64",
5407PA,SW,W81: ResetD2D from Win 5407PA,1.1,none,-100,360,,msesha,ROOT: W8.1: Preload Image Verification - 5357PA,Matrix,Active,Win 8,FVT,msesha,To verify that the customer complete the Reset to Factory contents from Windows with no problem,,"W8_32, W8P32, W8SL64, W8SL32, W8_64, W8P64",
5407PA,SW,W81: ResetD2D from Win 5407PA,1.1,none,-100,360,,msesha,ROOT: W8.1: Preload Image Verification - 5357PA,Matrix,Active,Win 8,SVT,msesha,To verify that the customer complete the Reset to Factory contents from Windows with no problem,,"W8_32, W8P32, W8SL64, W8SL32, W8_64, W8P64",
5408PA,SW,W81: OS Refresh from Windows 5408PA,1.2,none,-100,360,,msesha,ROOT: W8.1: Preload Image Verification - 5357PA,Matrix,Active,Win 8,SIT,msesha,To verify that the customer complete the OS Refresh from Windows with no problem,,"W8_32, W8P32, W8SL64, W8SL32, W8_64, W8P64",
5408PA,SW,W81: OS Refresh from Windows 5408PA,1.2,none,-100,360,,msesha,ROOT: W8.1: Preload Image Verification - 5357PA,Matrix,Active,Win 8,FVT,msesha,To verify that the customer complete the OS Refresh from Windows with no problem,,"W8_32, W8P32, W8SL64, W8SL32, W8_64, W8P64",
5408PA,SW,W81: OS Refresh from Windows 5408PA,1.2,none,-100,360,,msesha,ROOT: W8.1: Preload Image Verification - 5357PA,Matrix,Active,Win 8,SVT,msesha,To verify that the customer complete the OS Refresh from Windows with no problem,,"W8_32, W8P32, W8SL64, W8SL32, W8_64, W8P64",
5409PA,SW,W81: OS Refresh from System Post 5409PA,1.2,none,-100,360,,msesha,ROOT: W8.1: Preload Image Verification - 5357PA,Matrix,Active,Win 8,SIT,msesha,To verify that the customer complete the OS Refresh from System Post with no problem,,"W8_32, W8P32, W8SL64, W8SL32, W8_64, W8P64",
5409PA,SW,W81: OS Refresh from System Post 5409PA,1.2,none,-100,360,,msesha,ROOT: W8.1: Preload Image Verification - 5357PA,Matrix,Active,Win 8,FVT,msesha,To verify that the customer complete the OS Refresh from System Post with no problem,,"W8_32, W8P32, W8SL64, W8SL32, W8_64, W8P64",
5409PA,SW,W81: OS Refresh from System Post 5409PA,1.2,none,-100,360,,msesha,ROOT: W8.1: Preload Image Verification - 5357PA,Matrix,Active,Win 8,SVT,msesha,To verify that the customer complete the OS Refresh from System Post with no problem,,"W8_32, W8P32, W8SL64, W8SL32, W8_64, W8P64",
5410PA,SW,W81: ResetD2D from Post 5410PA,1.1,none,-100,360,,msesha,ROOT: W8.1: Preload Image Verification - 5357PA,Matrix,Active,Win 8,SIT,msesha,To verify that the customer complete the recovery to Factory contents with no problem,,"W8_32, W8P32, W8SL64, W8SL32, W8_64, W8P64",
5410PA,SW,W81: ResetD2D from Post 5410PA,1.1,none,-100,360,,msesha,ROOT: W8.1: Preload Image Verification - 5357PA,Matrix,Active,Win 8,FVT,msesha,To verify that the customer complete the recovery to Factory contents with no problem,,"W8_32, W8P32, W8SL64, W8SL32, W8_64, W8P64",
5410PA,SW,W81: ResetD2D from Post 5410PA,1.1,none,-100,360,,msesha,ROOT: W8.1: Preload Image Verification - 5357PA,Matrix,Active,Win 8,SVT,msesha,To verify that the customer complete the recovery to Factory contents with no problem,,"W8_32, W8P32, W8SL64, W8SL32, W8_64, W8P64",
PRE0101,SW,Smart Hub Initial Boot Experience (OOBE) and Preload test items,3.3,"OOBE, RAINIER, Smart Hub",-100,115,High,vradhakrishn,Smart Hub,Matrix,Active,Win 10,FVT,vradhakrishn,To Verify Smart Hub OOBE,,"US, JP",
PRE0101,SW,Smart Hub Initial Boot Experience (OOBE) and Preload test items,3.3,"OOBE, RAINIER, Smart Hub",-100,115,High,vradhakrishn,Smart Hub,Matrix,Active,Win 10,SIT,vradhakrishn,To Verify Smart Hub OOBE,,"US, JP",
PRE0101,SW,Smart Hub Initial Boot Experience (OOBE) and Preload test items,3.3,"OOBE, RAINIER, Smart Hub",-100,115,High,vradhakrishn,Smart Hub,Matrix,Active,Win 10,SVT,vradhakrishn,To Verify Smart Hub OOBE,,"US, JP",
3959PA,SW,W7: PC Experience / Lenovo Tools 3959PA,1.7,none,-100,120,,msesha,ROOT: W7: Integrating Applications -5491PA,Matrix,Active,"Win7 Home premium, Win7 Starter, Win7 Ultimate",SIT,msesha,To perform function testings and verify the consistency between Apps and Lenovo Tools.,,"Win7- 64bit, Win7- 32bit",
3959PA,SW,W7: PC Experience / Lenovo Tools 3959PA,1.7,none,-100,120,,msesha,ROOT: W7: Integrating Applications -5491PA,Matrix,Active,"Win7 Home premium, Win7 Starter, Win7 Ultimate",SVT,msesha,To perform function testings and verify the consistency between Apps and Lenovo Tools.,,"Win7- 64bit, Win7- 32bit",
5154PA,SW,W7: Integrating Applications 5154PA,1.3,none,-100,0,,msesha,ROOT: W7: Integrating Applications -5491PA,Single,Active,Win 10,SIT,msesha,To perform function testings and verify the applications,,,
5154PA,SW,W7: Integrating Applications 5154PA,1.3,none,-100,0,,msesha,ROOT: W7: Integrating Applications -5491PA,Single,Active,Win 10,FVT,msesha,To perform function testings and verify the applications,,,
5154PA,SW,W7: Integrating Applications 5154PA,1.3,none,-100,0,,msesha,ROOT: W7: Integrating Applications -5491PA,Single,Active,Win 10,SVT,msesha,To perform function testings and verify the applications,,,
5156PA,SW,W7: Lenovo User Guide 5156PA,1.2,none,-100,12,,msesha,ROOT: W7: Integrating Applications -5491PA,Matrix,Active,"Win7 Home premium, Win7 Starter, Win7 Ultimate",SIT,msesha,"To confirm consistency between User Guide Viewer / Lenovo Help & Support, and User Guide",,"Win7- 64bit, Win7- 32bit",
5156PA,SW,W7: Lenovo User Guide 5156PA,1.2,none,-100,12,,msesha,ROOT: W7: Integrating Applications -5491PA,Matrix,Active,"Win7 Home premium, Win7 Starter, Win7 Ultimate",SVT,msesha,"To confirm consistency between User Guide Viewer / Lenovo Help & Support, and User Guide",,"Win7- 64bit, Win7- 32bit",
4808PA,SW,W81: User Guide 4808PA,1.3,none,-100,12,,msesha,ROOT: W8.1: Integrating Applications -5491PA,Matrix,Active,Win 8.1,SIT,msesha,"To confirm consistency between Lenovo Metro / User Guide Viewer / Lenovo Help & Support, and User Guide",,"Win81-64bit, Win81-32bit",
4808PA,SW,W81: User Guide 4808PA,1.3,none,-100,12,,msesha,ROOT: W8.1: Integrating Applications -5491PA,Matrix,Active,Win 8.1,SVT,msesha,"To confirm consistency between Lenovo Metro / User Guide Viewer / Lenovo Help & Support, and User Guide",,"Win81-64bit, Win81-32bit",
4854PA,SW,W81: Integrating Applications 4854PA,1.3,none,-100,0,,msesha,ROOT: W8.1: Integrating Applications -5491PA,Single,Active,Win 10,SIT,msesha,To perform function testings and verify the applications,,,
4854PA,SW,W81: Integrating Applications 4854PA,1.3,none,-100,0,,msesha,ROOT: W8.1: Integrating Applications -5491PA,Single,Active,Win 10,FVT,msesha,To perform function testings and verify the applications,,,
4854PA,SW,W81: Integrating Applications 4854PA,1.3,none,-100,0,,msesha,ROOT: W8.1: Integrating Applications -5491PA,Single,Active,Win 10,SVT,msesha,To perform function testings and verify the applications,,,
5493PA,SW,W81: PC Experience / Lenovo Tools 5493PA,1.1,none,-100,120,,msesha,ROOT: W8.1: Integrating Applications -5491PA,Matrix,Active,Win 8.1,SIT,msesha,To perform function testings and verify the consistency between Apps and Lenovo Tools.,,"Win81-64bit, Win81-32bit",
5493PA,SW,W81: PC Experience / Lenovo Tools 5493PA,1.1,none,-100,120,,msesha,ROOT: W8.1: Integrating Applications -5491PA,Matrix,Active,Win 8.1,SVT,msesha,To perform function testings and verify the consistency between Apps and Lenovo Tools.,,"Win81-64bit, Win81-32bit",
5490PA,SW,W10: Lenovo User Guide 5490PA,1.1,none,-100,12,,amannem2,ROOT: W10: Integrating Applications -5491PA,Matrix,Active,Win 10,SIT,amannem2,"To confirm consistency between Lenovo Metro / User Guide Viewer / Lenovo Help & Support, and User Guide",,"Win10-32bit, Win10-64bit",
